station,from,to,duration,int1,int2,int3,int4,int5,int6,int7,slope,intercept,rvalue,est7,est6p5,est6,latitude,longitude
4222330,1999-07-21,2010-12-31,4181,76.0,15.0,2.0,1.0,0.0,0.0,0.0,-0.588,1.198,-0.963,0.00121,0.00237,0.00467,35.516666666666666,137.86666666666667
4222430,1999-07-21,2010-12-31,4181,69.0,13.0,2.0,1.0,0.0,0.0,0.0,-0.557,1.084,-0.967,0.00153,0.00291,0.00552,35.55,137.9
4223030,1999-07-21,2010-12-31,4181,93.0,19.0,3.0,1.0,0.0,0.0,0.0,-0.639,1.445,-0.989,0.000931,0.00194,0.00406,35.6,137.61666666666667
4223931,1999-07-21,2010-12-31,4181,249.0,65.0,15.0,3.0,0.0,0.0,0.0,-0.668,2.1,-1.0,0.00266,0.00574,0.0124,35.88333333333333,137.75
4223932,1999-07-21,2010-12-31,4181,282.0,76.0,16.0,5.0,0.0,0.0,0.0,-0.591,1.975,-0.997,0.0069,0.0136,0.0269,35.93333333333333,137.6
4223933,1999-07-21,2010-12-31,4181,282.0,77.0,25.0,5.0,0.0,0.0,0.0,-0.594,2.05,-0.995,0.00784,0.0155,0.0307,35.85,137.63333333333333
4300000,1919-01-01,2010-12-31,33601,384.0,117.0,35.0,2.0,0.0,0.0,0.0,-0.884,1.991,-0.974,6.4e-05,0.000177,0.00049,36.15,137.25
4300030,2000-01-12,2010-12-31,4006,42.0,12.0,1.0,1.0,0.0,0.0,0.0,-0.54,0.938,-0.866,0.00145,0.0027,0.00502,36.166666666666664,137.31666666666666
4302030,2000-01-12,2010-12-31,4006,52.0,13.0,2.0,1.0,0.0,0.0,0.0,-0.557,1.102,-0.967,0.0016,0.00303,0.00576,36.233333333333334,137.18333333333334
4302032,2000-01-12,2010-12-31,4006,48.0,17.0,1.0,1.0,0.0,0.0,0.0,-0.615,1.216,-0.866,0.000811,0.00165,0.00334,36.333333333333336,137.13333333333333
4310031,2000-01-12,2010-12-31,4006,80.0,29.0,6.0,2.0,0.0,0.0,0.0,-0.581,1.549,-0.995,0.00305,0.00595,0.0116,35.3,137.16666666666666
4310100,1996-04-01,2010-12-31,5387,127.0,33.0,7.0,1.0,0.0,0.0,0.0,-0.759,1.897,-0.998,0.000382,0.000916,0.00219,35.483333333333334,137.5
4310131,2000-01-12,2010-12-31,4006,81.0,29.0,6.0,1.0,0.0,0.0,0.0,-0.731,1.9,-0.999,0.000605,0.0014,0.00326,35.61666666666667,137.5
4310331,2000-01-12,2010-12-31,4006,51.0,21.0,4.0,1.0,0.0,0.0,0.0,-0.661,1.585,-0.999,0.000905,0.00194,0.00415,35.36666666666667,137.43333333333334
4310335,2000-01-12,2010-12-31,4006,168.0,62.0,18.0,4.0,0.0,0.0,0.0,-0.595,1.962,-0.998,0.00625,0.0124,0.0246,35.3,137.5
4310400,1996-04-01,2010-12-31,5387,104.0,30.0,8.0,1.0,0.0,0.0,0.0,-0.739,1.84,-0.992,0.000468,0.0011,0.00256,35.43333333333333,137.01666666666668
4310630,2000-01-12,2010-12-31,4006,55.0,18.0,4.0,1.0,0.0,0.0,0.0,-0.628,1.462,-1.0,0.00117,0.00241,0.00497,35.43333333333333,137.06666666666666
4320000,1919-01-01,2010-12-31,33602,767.0,219.0,70.0,10.0,2.0,0.0,0.0,-0.696,1.845,-0.995,0.000935,0.00208,0.00465,35.4,136.76666666666668
4320030,2000-01-12,2010-12-31,4006,69.0,35.0,10.0,2.0,0.0,0.0,0.0,-0.622,1.773,-0.997,0.00264,0.00541,0.0111,35.36666666666667,136.73333333333332
4320130,2000-01-12,2010-12-31,4006,68.0,34.0,14.0,2.0,0.0,0.0,0.0,-0.615,1.798,-0.978,0.0031,0.0063,0.0128,35.36666666666667,136.61666666666667
4320132,2000-01-12,2010-12-31,4006,88.0,39.0,12.0,1.0,0.0,0.0,0.0,-0.796,2.237,-0.979,0.000465,0.00116,0.00291,35.36666666666667,136.68333333333334
4320730,2000-01-12,2010-12-31,4006,85.0,38.0,13.0,2.0,0.0,0.0,0.0,-0.639,1.876,-0.988,0.00252,0.00525,0.011,35.38333333333333,136.78333333333333
4320830,2000-01-12,2010-12-31,4006,58.0,31.0,9.0,2.0,0.0,0.0,0.0,-0.595,1.661,-0.998,0.00312,0.0062,0.0123,35.36666666666667,136.76666666666668
4321830,2000-01-12,2010-12-31,4006,80.0,38.0,12.0,1.0,0.0,0.0,0.0,-0.79,2.216,-0.978,0.000486,0.00121,0.003,35.28333333333333,136.63333333333333
4321930,2000-01-12,2010-12-31,4006,60.0,32.0,9.0,1.0,0.0,0.0,0.0,-0.753,2.037,-0.988,0.000588,0.0014,0.00333,35.333333333333336,136.66666666666666
4322133,2000-01-12,2010-12-31,4006,60.0,23.0,4.0,1.0,0.0,0.0,0.0,-0.681,1.657,-0.998,0.000778,0.0017,0.00373,35.583333333333336,136.45
4322134,2000-01-12,2010-12-31,4006,29.0,13.0,2.0,1.0,0.0,0.0,0.0,-0.557,1.102,-0.967,0.0016,0.00303,0.00576,35.6,136.41666666666666
4323130,2000-01-12,2010-12-31,4006,93.0,45.0,12.0,1.0,0.0,0.0,0.0,-0.827,2.35,-0.985,0.000367,0.00095,0.00246,35.4,136.68333333333334
4323630,2000-01-12,2010-12-31,4006,95.0,43.0,17.0,3.0,0.0,0.0,0.0,-0.578,1.808,-0.985,0.00577,0.0112,0.0218,35.5,136.78333333333333
4325235,2000-01-12,2010-12-31,4006,70.0,18.0,3.0,1.0,0.0,0.0,0.0,-0.628,1.42,-0.991,0.00106,0.00219,0.00451,35.75,137.08333333333334
4325330,2000-01-12,2010-12-31,4006,40.0,30.0,11.0,2.0,0.0,0.0,0.0,-0.588,1.664,-0.989,0.00353,0.00694,0.0137,35.21666666666667,136.63333333333333
4325331,2000-01-12,2010-12-31,4006,70.0,39.0,12.0,1.0,0.0,0.0,0.0,-0.796,2.237,-0.979,0.000465,0.00116,0.00291,35.25,136.63333333333333
4400000,1931-03-01,2010-12-31,29149,3832.0,1216.0,301.0,46.0,2.0,0.0,0.0,-0.917,3.188,-0.983,0.00059,0.0017,0.00487,35.05,139.1
4400030,1998-06-15,2010-12-31,4582,75.0,11.0,2.0,1.0,0.0,0.0,0.0,-0.521,0.911,-0.972,0.00185,0.00336,0.00612,35.1,139.06666666666666
4400031,1998-06-15,2010-12-31,4582,109.0,24.0,5.0,1.0,0.0,0.0,0.0,-0.69,1.665,-1.0,0.000683,0.00151,0.00334,35.1,139.06666666666666
4400100,1995-09-30,2010-12-31,5571,907.0,363.0,91.0,28.0,3.0,0.0,0.0,-0.676,2.794,-0.989,0.0115,0.0251,0.0546,34.96666666666667,139.1
4400200,1994-07-15,2010-12-31,6013,161.0,25.0,5.0,1.0,0.0,0.0,0.0,-0.699,1.579,-1.0,0.000486,0.00109,0.00243,34.71666666666667,138.88333333333333
4400230,1998-06-15,2010-12-31,4582,160.0,25.0,8.0,1.0,1.0,0.0,0.0,-0.51,1.261,-0.948,0.00493,0.00887,0.0159,34.68333333333333,138.95
4400330,1998-06-15,2010-12-31,4582,192.0,32.0,8.0,2.0,1.0,0.0,0.0,-0.512,1.37,-0.99,0.00613,0.0111,0.0199,34.766666666666666,139.03333333333333
4400430,1998-06-15,2010-12-31,4582,516.0,119.0,22.0,6.0,1.0,0.0,0.0,-0.679,2.327,-0.998,0.00375,0.00819,0.0179,34.75,138.98333333333332
4400500,1939-06-01,2010-12-31,26146,565.0,145.0,26.0,5.0,1.0,0.0,0.0,-0.72,1.734,-1.0,0.000494,0.00113,0.00259,34.6,138.85
4400530,1998-06-15,2010-12-31,4582,323.0,59.0,13.0,1.0,1.0,0.0,0.0,-0.643,1.872,-0.948,0.00236,0.00495,0.0104,34.65,138.86666666666667
4400730,1998-06-15,2010-12-31,4582,221.0,33.0,9.0,1.0,1.0,0.0,0.0,-0.551,1.448,-0.948,0.0039,0.00736,0.0139,34.766666666666666,138.78333333333333
4401330,1998-06-15,2010-12-31,4582,334.0,80.0,19.0,1.0,1.0,0.0,0.0,-0.699,2.143,-0.946,0.00178,0.00399,0.00891,35.083333333333336,138.95
4401830,1998-06-15,2010-12-31,4582,39.0,8.0,1.0,1.0,0.0,0.0,0.0,-0.452,0.557,-0.866,0.00249,0.00419,0.00705,34.916666666666664,138.8
4401831,1998-06-15,2010-12-31,4582,170.0,28.0,7.0,2.0,1.0,1.0,0.0,-0.374,0.916,-0.949,0.0199,0.0306,0.047,34.9,138.93333333333334
4401860,1998-06-15,2010-12-31,4582,107.0,26.0,5.0,2.0,0.0,0.0,0.0,-0.557,1.377,-0.987,0.00301,0.00572,0.0109,34.95,139.0
4401930,1998-06-15,2010-12-31,4582,311.0,107.0,33.0,6.0,1.0,0.0,0.0,-0.683,2.373,-0.996,0.00392,0.0086,0.0189,35.03333333333333,138.93333333333334
4401931,1998-06-15,2010-12-31,4582,313.0,70.0,23.0,2.0,1.0,0.0,0.0,-0.66,2.087,-0.978,0.00295,0.00631,0.0135,35.06666666666667,138.95
4401932,1998-06-15,2010-12-31,4582,163.0,37.0,11.0,1.0,1.0,0.0,0.0,-0.575,1.565,-0.947,0.00349,0.00676,0.0131,35.016666666666666,138.95
4410031,1998-06-15,2010-12-31,4582,106.0,31.0,2.0,1.0,0.0,0.0,0.0,-0.746,1.736,-0.946,0.000328,0.000775,0.00183,35.1,138.86666666666667
4410032,1998-06-15,2010-12-31,4582,318.0,59.0,10.0,1.0,1.0,0.0,0.0,-0.631,1.804,-0.948,0.00243,0.00502,0.0104,34.96666666666667,138.78333333333333
4410100,1930-06-01,2010-12-31,29433,1513.0,505.0,143.0,17.0,1.0,1.0,0.0,-0.756,2.336,-0.972,0.0011,0.00264,0.0063,35.11666666666667,138.93333333333334
4410130,1998-06-15,2010-12-31,4582,112.0,30.0,4.0,1.0,0.0,0.0,0.0,-0.739,1.81,-0.994,0.000437,0.00102,0.00239,35.11666666666667,138.91666666666666
4410200,1996-04-01,2010-12-31,5363,170.0,78.0,11.0,1.0,0.0,0.0,0.0,-0.946,2.649,-0.998,0.000106,0.000316,0.000939,35.21666666666667,138.61666666666667
4410231,1998-06-15,2010-12-31,4582,51.0,12.0,1.0,1.0,0.0,0.0,0.0,-0.54,0.88,-0.866,0.00127,0.00236,0.00439,35.2,138.56666666666666
4410331,1998-06-15,2010-12-31,4582,62.0,19.0,3.0,1.0,0.0,0.0,0.0,-0.639,1.405,-0.989,0.00085,0.00177,0.0037,35.15,138.66666666666666
4410332,1998-06-15,2010-12-31,4582,99.0,18.0,3.0,1.0,0.0,0.0,0.0,-0.628,1.362,-0.991,0.00093,0.00192,0.00395,35.166666666666664,138.68333333333334
4410400,1996-04-01,2010-12-31,5387,188.0,63.0,7.0,2.0,0.0,0.0,0.0,-0.749,2.061,-0.988,0.000655,0.00155,0.00368,35.31666666666667,138.93333333333334
4410530,1998-06-15,2010-12-31,4582,93.0,23.0,3.0,1.0,0.0,0.0,0.0,-0.681,1.557,-0.985,0.000618,0.00135,0.00296,35.166666666666664,138.9
4410630,1998-06-15,2010-12-31,4582,171.0,45.0,5.0,1.0,0.0,0.0,0.0,-0.827,2.165,-0.996,0.000239,0.00062,0.00161,35.1,138.9
4410730,1998-06-15,2010-12-31,4582,133.0,33.0,6.0,1.0,1.0,0.0,0.0,-0.533,1.342,-0.945,0.00406,0.00751,0.0139,35.13333333333333,138.9
4410830,1998-06-15,2010-12-31,4582,164.0,45.0,8.0,1.0,0.0,0.0,0.0,-0.827,2.233,-0.999,0.00028,0.000725,0.00188,35.36666666666667,138.98333333333332
4420200,1996-04-01,2010-12-31,5387,82.0,27.0,7.0,3.0,2.0,0.0,0.0,-0.376,0.911,-0.971,0.019,0.0293,0.0452,34.833333333333336,138.18333333333334
4420230,1998-06-15,2010-12-31,4582,68.0,18.0,5.0,2.0,1.0,0.0,0.0,-0.416,0.923,-0.991,0.0102,0.0165,0.0266,34.833333333333336,138.13333333333333
4420270,1996-04-01,2010-12-31,5387,90.0,26.0,8.0,3.0,2.0,0.0,0.0,-0.377,0.924,-0.98,0.0193,0.0299,0.0461,34.95,138.08333333333334
4420330,1998-06-15,2010-12-31,4582,99.0,20.0,1.0,1.0,1.0,0.0,0.0,-0.39,0.593,-0.775,0.00726,0.0114,0.0178,34.86666666666667,138.31666666666666
4420331,1998-06-15,2010-12-31,4582,122.0,27.0,8.0,2.0,1.0,1.0,0.0,-0.377,0.935,-0.952,0.0199,0.0307,0.0474,34.8,138.28333333333333
4420430,1998-06-15,2010-12-31,4582,24.0,9.0,2.0,1.0,0.0,0.0,0.0,-0.477,0.751,-0.978,0.00258,0.00447,0.00774,34.85,138.23333333333332
4420431,1998-06-15,2010-12-31,4582,90.0,16.0,3.0,1.0,0.0,0.0,0.0,-0.602,1.268,-0.993,0.00113,0.00226,0.00453,34.86666666666667,138.25
4420432,1998-06-15,2010-12-31,4582,135.0,31.0,6.0,2.0,2.0,0.0,0.0,-0.405,1.036,-0.929,0.0159,0.0254,0.0405,34.916666666666664,138.28333333333333
4421330,1998-06-15,2010-12-31,4582,97.0,21.0,3.0,2.0,1.0,0.0,0.0,-0.414,0.877,-0.944,0.00948,0.0153,0.0246,34.766666666666666,138.25
4421800,1940-01-01,2010-12-31,25932,606.0,214.0,57.0,10.0,2.0,0.0,0.0,-0.684,1.891,-0.999,0.00126,0.00277,0.00609,34.983333333333334,138.4
4421930,1998-06-15,2010-12-31,4582,64.0,16.0,4.0,2.0,1.0,0.0,0.0,-0.391,0.798,-0.983,0.0114,0.018,0.0282,34.983333333333334,138.38333333333333
4421931,1998-06-15,2010-12-31,4582,75.0,19.0,3.0,2.0,1.0,0.0,0.0,-0.401,0.82,-0.948,0.0103,0.0163,0.0259,34.983333333333334,138.38333333333333
4422000,1996-04-01,2010-12-31,5387,96.0,33.0,5.0,1.0,0.0,0.0,0.0,-0.759,1.848,-0.999,0.000341,0.000818,0.00196,35.016666666666666,138.48333333333332
4422030,1998-06-15,2010-12-31,4582,104.0,28.0,4.0,1.0,0.0,0.0,0.0,-0.724,1.755,-0.995,0.00049,0.00113,0.00259,35.016666666666666,138.48333333333332
4422032,1998-06-15,2010-12-31,4582,54.0,17.0,2.0,1.0,0.0,0.0,0.0,-0.615,1.258,-0.959,0.000894,0.00181,0.00368,35.1,138.56666666666666
4422130,1998-06-15,2010-12-31,4582,39.0,9.0,2.0,1.0,0.0,0.0,0.0,-0.477,0.751,-0.978,0.00258,0.00447,0.00774,35.05,138.08333333333334
4422200,1994-07-15,2010-12-31,6013,131.0,41.0,11.0,2.0,1.0,0.0,0.0,-0.558,1.475,-0.988,0.00371,0.00706,0.0134,34.68333333333333,138.18333333333334
4422230,1998-06-15,2010-12-31,4582,372.0,74.0,15.0,4.0,1.0,1.0,0.0,-0.491,1.597,-0.968,0.0143,0.0253,0.0445,34.68333333333333,138.2
4430130,1998-06-15,2010-12-31,4582,51.0,14.0,3.0,1.0,0.0,0.0,0.0,-0.573,1.162,-0.995,0.00141,0.00273,0.00529,34.733333333333334,137.85
4430131,1998-06-15,2010-12-31,4582,71.0,14.0,3.0,1.0,0.0,0.0,0.0,-0.573,1.162,-0.995,0.00141,0.00273,0.00529,34.71666666666667,137.85
4430133,1998-06-15,2010-12-31,4582,88.0,21.0,4.0,1.0,0.0,0.0,0.0,-0.661,1.526,-0.999,0.000792,0.00169,0.00363,34.68333333333333,137.81666666666666
4430134,1998-06-15,2010-12-31,4582,100.0,27.0,5.0,1.0,0.0,0.0,0.0,-0.716,1.759,-1.0,0.000561,0.00128,0.00291,34.733333333333334,137.81666666666666
4430135,1998-06-15,2010-12-31,4582,96.0,18.0,4.0,2.0,0.0,0.0,0.0,-0.477,1.052,-0.978,0.00516,0.00893,0.0155,34.833333333333336,137.85
4430160,1998-06-15,2010-12-31,4582,64.0,37.0,9.0,2.0,1.0,0.0,0.0,-0.536,1.483,-0.989,0.0054,0.01,0.0185,34.68333333333333,137.88333333333333
4430230,1998-06-15,2010-12-31,4582,102.0,22.0,4.0,1.0,1.0,0.0,0.0,-0.463,1.008,-0.937,0.00585,0.00997,0.017,34.68333333333333,137.98333333333332
4430231,1998-06-15,2010-12-31,4582,94.0,27.0,8.0,3.0,1.0,0.0,0.0,-0.472,1.256,-0.999,0.00896,0.0154,0.0266,34.666666666666664,138.05
4430300,1996-04-01,2010-12-31,5387,135.0,46.0,12.0,2.0,1.0,0.0,0.0,-0.577,1.61,-0.987,0.00375,0.00728,0.0141,34.75,137.91666666666666
4430330,1998-06-15,2010-12-31,4582,230.0,59.0,14.0,2.0,1.0,0.0,0.0,-0.616,1.861,-0.986,0.00356,0.00722,0.0147,34.7,137.93333333333334
4431230,1998-06-15,2010-12-31,4582,81.0,23.0,5.0,2.0,0.0,0.0,0.0,-0.53,1.28,-0.99,0.00369,0.0068,0.0125,34.833333333333336,137.93333333333334
4432800,1932-04-01,2010-12-31,28763,302.0,109.0,34.0,6.0,2.0,2.0,0.0,-0.47,0.975,-0.963,0.00482,0.00827,0.0142,34.6,138.21666666666667
4432831,1998-06-15,2010-12-31,4582,93.0,23.0,6.0,1.0,1.0,1.0,0.0,-0.35,0.73,-0.891,0.019,0.0285,0.0426,34.61666666666667,138.2
4432870,2000-11-30,2010-12-31,3683,52.0,14.0,6.0,2.0,1.0,0.0,0.0,-0.392,0.923,-0.997,0.0152,0.0239,0.0375,34.63333333333333,138.13333333333333
4432930,1998-06-15,2010-12-31,4582,278.0,52.0,12.0,3.0,1.0,0.0,0.0,-0.575,1.732,-0.998,0.00509,0.00988,0.0191,34.7,138.08333333333334
4432931,1998-06-15,2010-12-31,4582,90.0,27.0,6.0,2.0,1.0,0.0,0.0,-0.477,1.199,-0.987,0.00723,0.0125,0.0217,34.75,138.08333333333334
4433000,1919-01-01,2010-12-31,33602,482.0,182.0,46.0,4.0,2.0,0.0,0.0,-0.694,1.671,-0.98,0.000652,0.00145,0.00322,34.71666666666667,137.71666666666667
4433031,1998-06-15,2010-12-31,4582,68.0,17.0,4.0,1.0,0.0,0.0,0.0,-0.615,1.358,-1.0,0.00113,0.00229,0.00464,34.71666666666667,137.73333333333332
4433400,1996-04-01,2010-12-31,5387,146.0,50.0,9.0,2.0,0.0,0.0,0.0,-0.699,1.913,-0.999,0.00105,0.00234,0.00524,34.8,137.55
4433430,1998-06-15,2010-12-31,4582,114.0,33.0,6.0,1.0,0.0,0.0,0.0,-0.759,1.945,-1.0,0.000427,0.00102,0.00245,34.8,137.65
4433530,1998-06-15,2010-12-31,4582,80.0,14.0,3.0,1.0,0.0,0.0,0.0,-0.573,1.162,-0.995,0.00141,0.00273,0.00529,34.8,137.78333333333333
4433632,1998-06-15,2010-12-31,4582,80.0,22.0,7.0,1.0,0.0,0.0,0.0,-0.671,1.644,-0.989,0.000883,0.00191,0.00414,34.96666666666667,137.83333333333334
4500000,1996-04-01,2010-12-31,5387,156.0,53.0,10.0,1.0,1.0,0.0,0.0,-0.617,1.673,-0.948,0.00225,0.00458,0.00931,34.75,137.4
4500133,1997-11-10,2010-12-31,4799,85.0,25.0,7.0,1.0,0.0,0.0,0.0,-0.699,1.726,-0.993,0.000681,0.00152,0.00341,34.81666666666667,137.31666666666666
4500134,1997-11-10,2010-12-31,4799,107.0,27.0,7.0,1.0,0.0,0.0,0.0,-0.716,1.787,-0.995,0.000599,0.00137,0.00311,34.8,137.36666666666667
4501031,1997-11-10,2010-12-31,4799,98.0,22.0,4.0,1.0,0.0,0.0,0.0,-0.671,1.543,-0.998,0.000699,0.00151,0.00328,35.18333333333333,137.81666666666666
4502300,1946-03-13,2010-12-31,23628,277.0,122.0,44.0,7.0,0.0,0.0,0.0,-0.621,1.576,-0.987,0.0017,0.00348,0.00712,34.63333333333333,137.1
4502331,1997-11-10,2010-12-31,4799,103.0,30.0,8.0,1.0,0.0,0.0,0.0,-0.739,1.891,-0.992,0.000526,0.00123,0.00288,34.61666666666667,137.21666666666667
4510000,1926-01-01,2010-12-31,31045,875.0,287.0,78.0,15.0,1.0,0.0,0.0,-0.809,2.283,-0.985,0.000418,0.00106,0.00269,35.166666666666664,136.96666666666667
4510340,2000-01-12,2010-12-31,4006,63.0,37.0,9.0,2.0,0.0,0.0,0.0,-0.634,1.802,-1.0,0.00233,0.00482,0.01,35.21666666666667,136.88333333333333
4510740,2000-01-12,2010-12-31,4006,57.0,41.0,12.0,2.0,0.0,0.0,0.0,-0.656,1.925,-0.994,0.00216,0.00459,0.00977,35.11666666666667,136.91666666666666
4510840,2000-01-12,2010-12-31,4006,45.0,32.0,8.0,1.0,0.0,0.0,0.0,-0.753,2.02,-0.993,0.000565,0.00134,0.0032,35.11666666666667,136.9
4510940,2000-01-12,2010-12-31,4006,54.0,36.0,8.0,1.0,0.0,0.0,0.0,-0.778,2.114,-0.996,0.000465,0.00114,0.00279,35.15,136.81666666666666
4511040,2000-01-12,2010-12-31,4006,61.0,47.0,9.0,2.0,0.0,0.0,0.0,-0.686,1.992,-1.0,0.00156,0.00344,0.00757,35.05,136.85
4511041,2000-01-12,2010-12-31,4006,49.0,41.0,8.0,1.0,0.0,0.0,0.0,-0.806,2.218,-0.998,0.000374,0.000947,0.0024,35.11666666666667,136.81666666666666
4511042,2000-01-12,2010-12-31,4006,48.0,37.0,9.0,1.0,0.0,0.0,0.0,-0.784,2.153,-0.992,0.000462,0.00114,0.00281,35.1,136.85
4511140,2000-01-12,2010-12-31,4006,58.0,40.0,12.0,2.0,0.0,0.0,0.0,-0.651,1.906,-0.994,0.00225,0.00476,0.0101,35.083333333333336,136.93333333333334
4511240,2000-01-12,2010-12-31,4006,61.0,39.0,10.0,2.0,0.0,0.0,0.0,-0.645,1.859,-0.999,0.00221,0.00464,0.00975,35.233333333333334,137.01666666666668
4511600,1996-04-01,2010-12-31,5386,123.0,35.0,9.0,1.0,0.0,0.0,0.0,-0.772,1.98,-0.991,0.000377,0.000916,0.00223,34.95,137.16666666666666
4511930,1997-11-10,2010-12-31,4799,146.0,40.0,15.0,3.0,0.0,0.0,0.0,-0.562,1.654,-0.99,0.00521,0.00995,0.019,34.9,136.93333333333334
4512130,1997-11-10,2010-12-31,4799,80.0,37.0,9.0,1.0,0.0,0.0,0.0,-0.784,2.075,-0.992,0.000385,0.00095,0.00234,35.166666666666664,136.73333333333332
4512230,1997-11-10,2010-12-31,4799,128.0,39.0,14.0,3.0,1.0,0.0,0.0,-0.544,1.59,-0.997,0.00603,0.0113,0.0211,34.88333333333333,137.0
4512330,1997-11-10,2010-12-31,4799,93.0,46.0,13.0,2.0,0.0,0.0,0.0,-0.681,1.95,-0.994,0.00153,0.00334,0.00732,34.983333333333334,137.0
4512400,1996-04-01,2010-12-31,5387,144.0,48.0,9.0,1.0,0.0,0.0,0.0,-0.841,2.232,-0.997,0.000222,0.000586,0.00154,35.083333333333336,137.15
4512401,1994-07-15,2010-12-31,6013,155.0,45.0,6.0,1.0,0.0,0.0,0.0,-0.827,2.074,-0.999,0.000194,0.000502,0.0013,35.266666666666666,137.25
4512430,1997-11-10,2010-12-31,4799,125.0,66.0,13.0,2.0,0.0,0.0,0.0,-0.759,2.237,-0.999,0.000837,0.00201,0.00481,35.06666666666667,137.16666666666666
4512431,1997-11-10,2010-12-31,4799,205.0,67.0,16.0,3.0,0.0,0.0,0.0,-0.674,2.074,-0.999,0.00225,0.0049,0.0106,35.233333333333334,137.28333333333333
4512434,1997-11-10,2010-12-31,4799,178.0,63.0,12.0,2.0,0.0,0.0,0.0,-0.749,2.189,-1.0,0.00088,0.00209,0.00494,35.233333333333334,137.36666666666667
4512530,1997-11-10,2010-12-31,4799,107.0,45.0,11.0,1.0,0.0,0.0,0.0,-0.827,2.259,-0.989,0.000297,0.00077,0.00199,34.95,137.08333333333334
4512600,1996-04-01,2010-12-31,5387,111.0,37.0,11.0,3.0,0.0,0.0,0.0,-0.546,1.497,-1.0,0.00476,0.00893,0.0167,34.81666666666667,137.03333333333333
4512630,1997-11-10,2010-12-31,4799,156.0,43.0,17.0,3.0,0.0,0.0,0.0,-0.578,1.73,-0.985,0.00481,0.00936,0.0182,34.86666666666667,137.06666666666666
4512632,1997-11-10,2010-12-31,4799,85.0,30.0,7.0,1.0,0.0,0.0,0.0,-0.739,1.871,-0.997,0.000503,0.00118,0.00275,34.8,137.06666666666666
4512633,1997-11-10,2010-12-31,4799,51.0,31.0,6.0,1.0,0.0,0.0,0.0,-0.746,1.875,-1.0,0.000452,0.00107,0.00252,34.8,137.13333333333333
4512730,1997-11-10,2010-12-31,4799,105.0,30.0,8.0,1.0,0.0,0.0,0.0,-0.739,1.891,-0.992,0.000526,0.00123,0.00288,35.36666666666667,136.95
4512800,1996-04-01,2010-12-31,5387,156.0,47.0,17.0,4.0,0.0,0.0,0.0,-0.535,1.604,-0.995,0.00723,0.0134,0.0248,34.88333333333333,136.83333333333334
4512930,1997-11-10,2010-12-31,4799,85.0,22.0,5.0,1.0,0.0,0.0,0.0,-0.671,1.576,-1.0,0.000753,0.00163,0.00353,35.333333333333336,136.86666666666667
4513231,1997-11-10,2010-12-31,4799,59.0,41.0,9.0,2.0,0.0,0.0,0.0,-0.656,1.805,-1.0,0.00164,0.00348,0.00741,35.25,136.71666666666667
4513232,1997-11-10,2010-12-31,4799,87.0,37.0,13.0,1.0,0.0,0.0,0.0,-0.784,2.128,-0.972,0.000436,0.00107,0.00265,35.21666666666667,136.73333333333332
4513630,1997-11-10,2010-12-31,4799,120.0,40.0,9.0,1.0,0.0,0.0,0.0,-0.801,2.137,-0.994,0.000338,0.000851,0.00214,35.0,137.05
4513730,1997-11-10,2010-12-31,4799,102.0,33.0,9.0,1.0,0.0,0.0,0.0,-0.759,1.983,-0.989,0.000466,0.00112,0.00268,35.21666666666667,137.03333333333333
4513830,1997-11-10,2010-12-31,4799,163.0,50.0,14.0,1.0,0.0,0.0,0.0,-0.849,2.378,-0.98,0.00027,0.000719,0.00191,34.916666666666664,136.98333333333332
4513930,1997-11-10,2010-12-31,4799,51.0,29.0,12.0,1.0,0.0,0.0,0.0,-0.731,1.922,-0.964,0.000637,0.00148,0.00343,35.266666666666666,136.86666666666667
4515130,1997-11-10,2010-12-31,4799,61.0,18.0,5.0,1.0,0.0,0.0,0.0,-0.628,1.416,-0.998,0.00105,0.00217,0.00447,35.333333333333336,136.9
4515230,1997-11-10,2010-12-31,4799,35.0,13.0,7.0,1.0,0.0,0.0,0.0,-0.557,1.205,-0.958,0.00203,0.00385,0.0073,35.36666666666667,136.91666666666666
4516030,1997-11-10,2010-12-31,4799,82.0,46.0,13.0,2.0,0.0,0.0,0.0,-0.681,1.95,-0.994,0.00153,0.00334,0.00732,35.13333333333333,136.8
4516230,1997-11-10,2010-12-31,4799,58.0,44.0,11.0,2.0,0.0,0.0,0.0,-0.671,1.89,-0.998,0.00156,0.00337,0.0073,35.083333333333336,136.78333333333333
4516830,1997-11-10,2010-12-31,4799,119.0,37.0,13.0,2.0,0.0,0.0,0.0,-0.634,1.777,-0.987,0.0022,0.00455,0.00944,34.93333333333333,136.91666666666666
4517000,1996-04-01,2010-12-31,5387,76.0,27.0,9.0,1.0,0.0,0.0,0.0,-0.716,1.773,-0.982,0.00058,0.00132,0.00302,34.71666666666667,136.93333333333334
4517230,1997-11-10,2010-12-31,4799,92.0,33.0,10.0,2.0,0.0,0.0,0.0,-0.609,1.648,-0.996,0.00243,0.00491,0.00989,34.85,136.91666666666666
4517630,1997-11-10,2010-12-31,4799,132.0,40.0,7.0,1.0,0.0,0.0,0.0,-0.801,2.1,-0.999,0.000311,0.000783,0.00197,34.86666666666667,137.16666666666666
4518000,1996-04-01,2010-12-31,5387,98.0,40.0,11.0,2.0,0.0,0.0,0.0,-0.651,1.764,-0.997,0.00162,0.00343,0.00726,35.15,136.73333333333332
