code_prime,lon,lat,address,codes_ordered,gaps,distances,grand_date_b,grand_date_e,date_b_s,date_e_s,lats,lons,date_b_s_old,date_e_s_old
1260330,14231,4350,当麻町３条,"[1260330, 1260331]",[0],[1.34],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4350, 4350]","[14231, 14230]",,
1260430,14229,4353,比布町北町,"[1260430, 1260431]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4353, 4353]","[14229, 14229]",,
1260520,14234,4355,愛別町南町,[1260520],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4355],[14234],,
1260600,14251,4349,上川町白川,[1260600],[],[],1994-07-15,1997-12-19,['1994-07-15'],['1997-12-19'],[4349],[14251],,
1260601,14245,4353,上川地方上川町越路,[1260601],[],[],1997-12-19,2023-12-31,['1997-12-19'],['2023-12-31'],[4353],[14245],,
1260620,14246,4351,上川地方上川町花園町,[1260620],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4351],[14246],,
1260621,14254,4346,上川地方上川町清川,[1260621],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4346],[14254],,
1260730,14231,4342,東川町東町,[1260730],[],[],2002-07-29,2023-12-31,['2002-07-29'],['2023-12-31'],[4342],[14231],,
1260820,14228,4335,美瑛町本町,[1260820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4335],[14228],,
1260821,14241,4337,美瑛町忠別,[1260821],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4337],[14241],,
1270000,14223,4321,富良野市若松町,[1270000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4321],[14223],,
1270020,14223,4321,富良野市末広町,[1270020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4321],[14223],,
1270070,14224,4320,富良野通報所,[1270070],[],[],1958-10-01,1978-03-31,['1958-10-01'],['1978-03-31'],[4320],[14224],,
1270100,14228,4327,上富良野町大町,[1270100],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4327],[14228],,
1270230,14226,4324,中富良野町市街地本町,"[1270230, 1270231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4324, 4324]","[14226, 14226]",,
1270300,14235,4310,南富良野町幾寅,[1270300],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4310],[14235],,
1270320,14234,4310,南富良野町役場,[1270320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4310],[14234],,
1270420,14224,4259,占冠村中央,[1270420],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4259],[14224],,
1300030,14139,4418,苫前町旭,"[1300030, 1300031]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4418, 4418]","[14139, 14139]",,
1300100,14142,4422,羽幌町南３条,[1300100],[],[],1921-01-01,2023-12-31,['1921-01-01'],['2023-12-31'],[4422],[14142],,
1300101,14125,4426,羽幌町焼尻,[1300101],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4426],[14125],,
1300120,14142,4422,羽幌町南町,[1300120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4422],[14142],,
1300200,14151,4424,初山別村有明,[1300200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4424],[14151],,
1300220,14146,4432,初山別村初山別,[1300220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4432],[14146],,
1300320,14148,4443,遠別町本町,[1300320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4443],[14148],,
1300420,14145,4453,天塩町川口,[1300420],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4453],[14145],,
1310000,14138,4357,留萌市大町,"[1310000, 1310001]",[0],[0.0],1943-01-01,2023-12-31,"['1943-01-01', '2008-11-04']","['2008-11-04', '2023-12-31']","[4357, 4357]","[14138, 14138]",,
1310020,14138,4356,留萌市幸町,[1310020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4356],[14138],,
1310120,14132,4351,増毛町見晴町,[1310120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4351],[14132],,
1310121,14122,4346,増毛町岩尾,[1310121],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4346],[14122],,
1310220,14140,4409,小平町鬼鹿,[1310220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4409],[14140],,
1310221,14151,4403,小平町達布,[1310221],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4403],[14151],,
1350000,14141,4525,稚内市開運,"[1350000, 1350002]",[0],[0.0],1938-01-01,2023-12-31,"['1938-01-01', '2014-03-19']","['2014-03-19', '2023-12-31']","[4525, 4525]","[14141, 14141]",,
1350001,14154,4519,稚内市恵北,[1350001],[],[],1996-01-13,2023-12-31,['1996-01-13'],['2023-12-31'],[4519],[14154],,
1350020,14140,4525,稚内市中央,[1350020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4525],[14140],,
1350021,14157,4531,稚内市宗谷岬,[1350021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4531],[14157],,
1350022,14151,4515,稚内市沼川,"[1350022, 1350023]",[0],[0.0],2006-06-20,2023-12-31,"['2006-06-20', '2012-03-27']","['2012-03-27', '2023-12-31']","[4515, 4515]","[14151, 14151]",,
1350070,14140,4525,稚内公園,[1350070],[],[],1994-07-15,1996-01-13,['1994-07-15'],['1996-01-13'],[4525],[14140],,
1350120,14206,4520,猿払村鬼志別浜鬼志別,"[1350120, 1350122]",[0],[5.23],2006-03-01,2023-12-31,"['2006-03-01', '2013-12-12']","['2013-12-12', '2023-12-31']","[4520, 4520]","[14206, 14210]",,
1350121,14214,4513,猿払村浅茅野,[1350121],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4513],[14214],,
1350220,14146,4506,豊富町西６条,[1350220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4506],[14146],,
1350330,14151,4501,幌延町宮園町,"[1350330, 1350331]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4501, 4501]","[14151, 14151]",,
1360020,14221,4508,浜頓別町クッチャロ,[1360020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4508],[14221],,
1360120,14217,4458,中頓別町中頓別,[1360120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4458],[14217],,
1360200,14235,4456,宗谷枝幸町本町,"[1360200, 1360202, 1360203]","[0, 0]","[0.0, 0.0, 0.0]",1944-01-01,2023-12-31,"['1944-01-01', '2004-10-01', '2015-12-09']","['2004-10-01', '2015-12-09', '2023-12-31']","[4456, 4456, 4456]","[14235, 14235, 14235]",,
1360201,14235,4458,宗谷枝幸町岬町,[1360201],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4458],[14235],,
1360220,14234,4456,宗谷枝幸町栄町,[1360220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4456],[14234],,
1360221,14229,4451,宗谷枝幸町歌登東町,[1360221],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4451],[14229],,
1360222,14246,4444,宗谷枝幸町風烈布,[1360222],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4444],[14246],,
1390000,14104,4525,礼文町上泊埼,[1390000],[],[],2013-07-30,2023-12-31,['2013-07-30'],['2023-12-31'],[4525],[14104],,
1390020,14103,4518,礼文町香深,[1390020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4518],[14103],,
1390021,14102,4526,礼文町船泊,[1390021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4526],[14102],,
1390130,14108,4511,利尻町沓形,"[1390130, 1390131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4511, 4511]","[14108, 14108]",,
1390200,14118,4508,利尻富士町鬼脇,[1390200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4508],[14118],,
1390220,14113,4515,利尻富士町鴛泊,[1390220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4515],[14113],,
1400000,14417,4401,網走市台町,[1400000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[4401],[14417],,
1400020,14416,4401,網走市南６条,[1400020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4401],[14416],,
1400300,14406,4349,美幌町東３条,"[1400300, 1400301]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2019-10-24']","['2019-10-24', '2023-12-31']","[4349, 4349]","[14406, 14406]",,
1400420,14402,4342,津別町幸町,[1400420],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4342],[14402],,
1400500,14440,4355,斜里町本町,[1400500],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4355],[14440],,
1400521,14500,4404,斜里町ウトロ香川,[1400521],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4404],[14500],,
1400630,14436,4350,清里町羽衣町,"[1400630, 1400631]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4350, 4350]","[14436, 14436]",,
1400720,14428,4351,小清水町小清水,[1400720],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4351],[14428],,
1401030,14418,4350,大空町東藻琴,"[1401030, 1401032]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4350, 4350]","[14418, 14418]",,
1401031,14410,4355,大空町女満別西３条,"[1401031, 1401033]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4355, 4355]","[14410, 14410]",,
1401070,14412,4355,女満別出張所,[1401070],[],[],1946-10-01,1965-12-31,['1946-10-01'],['1965-12-31'],[4355],[14412],,
1410000,14354,4349,北見市公園町,[1410000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4349],[14354],,
1410001,14337,4347,北見市留辺蘂町上町,[1410001],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4347],[14337],,
1410002,14354,4358,北見市常呂町吉野,[1410002],[],[],2007-07-02,2021-11-12,['2007-07-02'],['2021-11-12'],[4358],[14354],,
1410003,14405,4407,北見市常呂町東浜,[1410003],[],[],2021-11-12,2023-12-31,['2021-11-12'],['2023-12-31'],[4407],[14405],,
1410020,14354,4348,北見市南仲町,[1410020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4348],[14354],,
1410021,14404,4407,北見市常呂町常呂,[1410021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4407],[14404],,
1410022,14336,4347,北見市留辺蘂町栄町,[1410022],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4347],[14336],,
1410023,14319,4340,北見市留辺蘂町富士見,[1410023],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4340],[14319],,
1410060,14357,4351,端野町端野北見市端野町二区,"[1410060, 1410030, 1410031]","[0, 0]","[1.85, 1.85, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2003-04-01', '2011-05-12']","['2003-04-01', '2011-05-12', '2023-12-31']","[4351, 4352, 4352]","[14357, 14357, 14357]",,
1410070,14355,4349,北見通報所,[1410070],[],[],1961-10-01,1978-04-05,['1961-10-01'],['1978-04-05'],[4349],[14355],,
1410230,14345,4344,訓子府町東町,"[1410230, 1410231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4344, 4344]","[14345, 14345]",,
1410320,14335,4340,置戸町拓殖,[1410320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4340],[14335],,
1410520,14346,4401,佐呂間町永代町,[1410520],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4401],[14346],,
1420000,14321,4421,紋別市南が丘町,"[1420000, 1420001]",[0],[0.0],1956-01-01,2023-12-31,"['1956-01-01', '2009-10-01']","['2009-10-01', '2023-12-31']","[4421, 4421]","[14321, 14321]",,
1420020,14321,4421,紋別市幸町,[1420020],[],[],2006-03-01,2022-11-24,['2006-03-01'],['2022-11-24'],[4421],[14321],,
1420021,14321,4422,紋別市北浜町,[1420021],[],[],2022-11-24,2023-12-31,['2022-11-24'],['2023-12-31'],[4422],[14321],,
1420200,14321,4401,遠軽町丸瀬布金湧山,[1420200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4401],[14321],,
1420220,14332,4406,遠軽町学田,[1420220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4406],[14332],,
1420221,14310,4353,遠軽町白滝,[1420221],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4353],[14310],,
1420230,14332,4355,遠軽町生田原,"[1420230, 1420231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4355, 4355]","[14332, 14332]",,
1420620,14337,4413,湧別町栄町,[1420620],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4413],[14337],,
1420630,14334,4409,湧別町上湧別,"[1420630, 1420631]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4409, 4409]","[14334, 14334]",,
1420720,14305,4412,滝上町旭町,[1420720],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4412],[14305],,
1420820,14308,4429,興部町興部,[1420820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4429],[14308],,
1420920,14257,4420,西興部村西興部,[1420920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4420],[14257],,
1421000,14258,4435,雄武町雄武,"[1421000, 1421001]",[0],[0.0],1947-01-01,2023-12-31,"['1947-01-01', '2004-10-01']","['2004-10-01', '2023-12-31']","[4435, 4435]","[14258, 14258]",,
1450000,14053,4228,胆振伊達市梅本,[1450000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4228],[14053],,
1450020,14052,4228,胆振伊達市末永町,[1450020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4228],[14052],,
1450021,14105,4240,胆振伊達市大滝区本町,[1450021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4240],[14105],,
1450120,14039,4235,豊浦町大岸,[1450120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4235],[14039],,
1450510,14051,4234,壮瞥町壮瞥温泉壮瞥町滝之町,"[1450510, 1450511, 1450520]","[0, 1805]","[4.11, 3.3, 2.3]",2000-03-30,2023-12-31,"['2000-03-30', '2000-04-01', '2006-03-01']","['2000-04-01', '2001-03-22', '2023-12-31']","[4234, 4234, 4233]","[14051, 14054, 14053]",,
1450631,14050,4239,洞爺湖町洞爺町,"[1450631, 1450633]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4239, 4239]","[14050, 14050]",,
1450670,14046,4233,虻田町栄町洞爺湖町栄町,"[1450670, 1450630, 1450632]","[494, 0]","[0.0, 0.0, 0.0]",2000-05-09,2023-12-31,"['2000-05-09', '2002-07-29', '2011-05-12']","['2001-03-22', '2011-05-12', '2023-12-31']","[4233, 4233, 4233]","[14046, 14046, 14046]",,
1460000,14058,4219,室蘭市山手町,"[1460000, 1460001]",[0],[1.37],1923-06-01,2023-12-31,"['1923-06-01', '2009-06-01']","['2009-06-01', '2023-12-31']","[4219, 4219]","[14058, 14059]",,
1460030,14101,4221,室蘭市東町室蘭市寿町,"[1460030, 1460020]",[0],[1.37],2005-04-01,2023-12-31,"['2005-04-01', '2006-03-01']","['2006-03-01', '2023-12-31']","[4221, 4221]","[14101, 14102]",,
1460100,14133,4237,苫小牧市しらかば末広町,"[1460100, 1460101]",[0],[5.77],1942-01-01,2023-12-31,"['1942-01-01', '2004-11-01']","['2004-11-01', '2023-12-31']","[4237, 4238]","[14133, 14137]",,
1460120,14136,4238,苫小牧市旭町,[1460120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4238],[14136],,
1460200,14102,4228,登別市鉱山,[1460200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4228],[14102],,
1460220,14105,4225,登別市桜木町,[1460220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4225],[14105],,
1460300,14121,4233,白老町大町,[1460300],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4233],[14121],,
1460320,14121,4234,白老町緑丘,[1460320],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4234],[14121],,
1460600,14155,4237,厚真町鹿沼,[1460600],[],[],2012-10-02,2023-12-31,['2012-10-02'],['2023-12-31'],[4237],[14155],,
1460630,14153,4243,厚真町京町,"[1460630, 1460631]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4243, 4243]","[14153, 14153]",,
1460920,14149,4246,安平町早来北進,[1460920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4246],[14149],,
1460921,14149,4252,安平町追分柏が丘,[1460921],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4252],[14149],,
1461020,14156,4234,むかわ町松風,[1461020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4234],[14156],,
1461021,14208,4246,むかわ町穂別,[1461021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4246],[14208],,
1500020,14227,4253,日高地方日高町日高,[1500020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4253],[14227],,
1500021,14203,4229,日高地方日高町門別,[1500021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4229],[14203],,
1500070,14202,4231,日高門別通報所,[1500070],[],[],1963-01-01,1976-05-10,['1963-01-01'],['1976-05-10'],[4231],[14202],,
1500100,14222,4247,平取町仁世宇,[1500100],[],[],1997-02-03,2023-12-31,['1997-02-03'],['2023-12-31'],[4247],[14222],,
1500120,14208,4235,平取町本町,[1500120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4235],[14208],,
1500121,14218,4244,平取町振内,[1500121],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4244],[14218],,
1500170,14208,4236,平取町本町２,[1500170],[],[],1994-07-15,1997-02-03,['1994-07-15'],['1997-02-03'],[4236],[14208],,
1510030,14219,4222,新冠町北星町,"[1510030, 1510031]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4222, 4222]","[14219, 14219]",,
1510300,14222,4221,新ひだか町静内ときわ町山手町,"[1510300, 1510301]",[1],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2008-01-16']","['2008-01-15', '2023-12-31']","[4221, 4221]","[14222, 14222]",,
1510302,14228,4225,新ひだか町静内御園,[1510302],[],[],2012-07-03,2023-12-31,['2012-07-03'],['2023-12-31'],[4225],[14228],,
1510320,14222,4220,新ひだか町静内御幸町,[1510320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4220],[14222],,
1510321,14234,4215,新ひだか町三石旭町,[1510321],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4215],[14234],,
1510322,14230,4225,新ひだか町静内農屋,[1510322],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4225],[14230],,
1520000,14247,4210,浦河町潮見,"[1520000, 1520002]",[0],[0.0],1927-01-01,2023-12-31,"['1927-01-01', '2009-10-01']","['2009-10-01', '2023-12-31']","[4210, 4210]","[14247, 14247]",,
1520001,14245,4217,浦河町野深,[1520001],[],[],2007-07-02,2023-12-31,['2007-07-02'],['2023-12-31'],[4217],[14245],,
1520020,14246,4210,浦河町築地,[1520020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4210],[14246],,
1520120,14256,4208,様似町栄町,[1520120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4208],[14256],,
1520200,14309,4201,えりも町本町,[1520200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4201],[14309],,
1520221,14319,4208,えりも町目黒,[1520221],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4208],[14319],,
1520222,14314,4156,えりも町えりも岬,[1520222],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4156],[14314],,
1550020,14318,4319,上士幌町清水谷,[1550020],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4319],[14318],,
1550030,14318,4314,上士幌町上士幌,"[1550030, 1550031]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4314, 4314]","[14318, 14318]",,
1550070,14312,4322,糠平通報所,[1550070],[],[],1962-10-01,1978-04-05,['1962-10-01'],['1978-04-05'],[4322],[14312],,
1550130,14259,4306,鹿追町東町,"[1550130, 1550131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4306, 4306]","[14259, 14259]",,
1550220,14250,4304,新得町２条,[1550220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4304],[14250],,
1550221,14257,4320,新得町トムラウシ,[1550221],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4320],[14257],,
1550300,14346,4318,足寄町上螺湾,[1550300],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4318],[14346],,
1550320,14333,4315,足寄町南１条,[1550320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4315],[14333],,
1550420,14345,4328,陸別町陸別,[1550420],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4328],[14345],,
1560000,14313,4255,帯広市東４条,[1560000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[4255],[14313],,
1560020,14313,4256,帯広市東６条,[1560020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4256],[14313],,
1560130,14312,4300,音更町元町,"[1560130, 1560131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4300, 4300]","[14312, 14312]",,
1560220,14314,4310,士幌町士幌,[1560220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4310],[14314],,
